=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2023-10-8_12-36-14
====================================================================================
12:36:14 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
12:36:14 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
12:36:14 | [PermissionManager] Perm (FreeCamera) has been registered!
12:36:14 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
12:36:14 | [PermissionManager] Perm (MenuItemManager) has been registered!
12:36:14 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
12:36:14 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
12:36:14 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
12:36:14 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
12:36:14 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
12:36:14 | [PermissionManager] Perm (MenuServerManager) has been registered!
12:36:14 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
12:36:14 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
12:36:14 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
12:36:14 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
12:36:14 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
12:36:14 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
12:36:14 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
12:36:14 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
12:36:14 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
12:36:14 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
12:36:14 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
12:36:14 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
12:36:14 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
12:36:14 | [PermissionManager] Perm (MenuObjectManager) has been registered!
12:36:14 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
12:36:14 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
12:36:14 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
12:36:14 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
12:36:14 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
12:36:14 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
12:36:14 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
12:36:14 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
12:36:14 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
12:36:14 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
12:36:14 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
12:36:14 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
12:36:14 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
12:36:14 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
12:36:14 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
12:36:14 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
12:36:14 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
12:36:14 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
12:36:14 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
12:36:14 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
12:36:14 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
12:36:14 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
12:36:14 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
12:36:14 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
12:36:14 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
12:36:14 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
12:36:14 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
12:36:14 | [PermissionManager] Perm (MenuBansManager) has been registered!
12:36:14 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
12:36:14 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
12:36:14 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
12:36:14 | [PermissionManager] Perm (MenuWebHooks) has been registered!
12:36:14 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
12:36:14 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
12:36:14 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
12:36:14 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
12:36:14 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
12:36:14 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
12:36:14 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
12:36:14 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
12:36:14 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
12:36:14 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
12:36:14 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
12:36:14 | [PermissionManager] Perm (EspToolsMenu) has been registered!
12:36:14 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
12:36:14 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
12:36:14 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
12:36:14 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
12:36:14 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
12:36:14 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
12:36:14 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
12:36:14 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
12:36:14 | [PermissionManager] Adding Super Admin (76561198430409881)
12:36:14 | [PermissionManager] Loaded UserGroups.json
12:36:14 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
12:36:14 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
12:36:14 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
12:36:14 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
12:36:14 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
12:36:14 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
12:36:14 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
12:36:14 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
12:36:14 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
12:36:14 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
12:36:14 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
12:36:14 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
12:36:14 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
12:36:14 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
12:36:14 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
12:36:14 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
12:36:14 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
12:36:14 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
12:36:14 | Building Sets Loaded: 0
12:36:14 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
12:36:14 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
12:39:9 | Player "Coffee" (steamId=76561198430409881) connected to server!
12:40:32 | "Coffee" (steamid=76561198430409881) Spawned Item: (BBP_Concrete_Brick_Pile)
12:41:20 | "76561198430409881" (steamid=76561198430409881) teleported to (pos=<4485.910156, 4.791992, 11181.900391>)
12:41:20 | "Coffee": (steamid=76561198430409881) teleported to (pos=4485.91,0,11181.9)
12:41:39 | Player "Coffee" (steamId=76561198430409881) initiated disconnect process...
12:41:40 | Player "Coffee" (steamId=76561198430409881) disconnected early from server (EXIT NOW).
12:42:18 | Player "Coffee" (steamId=76561198430409881) connected to server!
12:42:40 | "Coffee" (steamid=76561198430409881) healed player (steamid=76561198430409881)
12:42:49 | "Coffee" (steamid=76561198430409881) gave godmode to (steamid=76561198430409881)
12:49:54 | "76561198430409881" (steamid=76561198430409881) teleported to (pos=<7697.620117, 72.138687, 8793.719727>)
12:49:54 | "Coffee": (steamid=76561198430409881) teleported to (pos=7697.62,0,8793.72)
12:50:11 | "76561198430409881" (steamid=76561198430409881) teleported to (pos=<7694.220215, 72.394585, 8798.429688>)
12:50:11 | "Coffee": (steamid=76561198430409881) teleported to (pos=7694.22,0,8798.43)
12:50:59 | "76561198430409881" (steamid=76561198430409881) teleported to (pos=<6599.700195, 15.030000, 11337.000000>)
12:50:59 | "Coffee": (steamid=76561198430409881) teleported to (pos=6599.7,0,11337)
12:51:1 | "76561198430409881" (steamid=76561198430409881) teleported to (pos=<6599.390137, 15.030000, 11336.599609>)
12:51:1 | "Coffee": (steamid=76561198430409881) teleported to (pos=6599.39,0,11336.6)
12:51:1 | "76561198430409881" (steamid=76561198430409881) teleported to (pos=<6599.390137, 15.030000, 11336.599609>)
12:51:1 | "Coffee": (steamid=76561198430409881) teleported to (pos=6599.39,0,11336.6)
12:54:12 | "76561198430409881" (steamid=76561198430409881) teleported to (pos=<12056.700195, 2.139954, 11770.500000>)
12:54:12 | "Coffee": (steamid=76561198430409881) teleported to (pos=12056.7,0,11770.5)
12:55:14 | [WeatherManager] Send Data Count is 0
12:57:47 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
12:57:57 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
12:58:3 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
12:58:4 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
12:58:9 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
12:58:15 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
12:58:16 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
12:58:26 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
12:58:26 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
12:58:26 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
12:58:26 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
12:58:35 | Player "Coffee" (steamId=76561198430409881) initiated disconnect process...
12:58:37 | Player "Coffee" (steamId=76561198430409881) disconnected early from server (EXIT NOW).
13:0:48 | Player "Coffee" (steamId=76561198430409881) connected to server!
13:1:13 | "Coffee" (steamid=76561198430409881) healed player (steamid=76561198430409881)
13:1:14 | "Coffee" (steamid=76561198430409881) healed player (steamid=76561198430409881)
13:1:14 | "Coffee" (steamid=76561198430409881) healed player (steamid=76561198430409881)
13:1:16 | "Coffee" (steamid=76561198430409881) gave godmode to (steamid=76561198430409881)
13:1:20 | "Coffee" (steamid=76561198430409881) gave godmode to (steamid=76561198430409881)
13:1:22 | "Coffee" (steamid=76561198430409881) gave godmode to (steamid=76561198430409881)
13:1:37 | "Coffee" (steamid=76561198430409881) gave godmode to (steamid=76561198430409881)
13:1:38 | "Coffee" (steamid=76561198430409881) gave godmode to (steamid=76561198430409881)
13:1:42 | "Coffee" (steamid=76561198430409881) gave godmode to (steamid=76561198430409881)
13:1:58 | "Coffee" (steamid=76561198430409881) gave godmode to (steamid=76561198430409881)
13:2:18 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
13:2:19 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
13:2:19 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
13:2:30 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
13:2:34 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
13:2:46 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
13:2:46 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
13:3:2 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
13:3:2 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
13:3:3 | "Coffee" (steamid=76561198430409881) Spawned Item: (Battery9V)
13:4:21 | [WeatherManager] Send Data Count is 0
